locatie omschrijving,date,BADGT_n,CHLFa_ug/l_blauwalg,E_COLI_nKVE/dl,INTTNLETRCCN_nKVE/dl,O2_%,O2_mg/l,T_oC,ZICHT_m,FG,TG,SQ,DR,RH,PG,UG,EV24
Gaasperplas_ strand zuidoever,2014-06-11,0.0,,50.0,15.0,,,20.5,1.0,3.3,16.6,12.9,0.0,0.0,1026.4,74,5.1
Gaasperplas_ strand zuidoever,2014-06-24,0.0,,15.0,15.0,,,20.4,1.0,3.2,16.1,5.7,0.0,0.0,1018.6,73,3.5
Gaasperplas_ strand zuidoever,2014-07-08,0.0,,30.0,20.0,,,20.6,1.0,4.8,15.0,0.0,16.8,15.8,1012.9,91,0.7
Gaasperplas_ strand zuidoever,2014-07-22,0.0,,370.0,110.0,,,23.6,1.0,5.2,22.5,13.6,0.5,1.2,1019.2,74,5.2
Gaasperplas_ strand zuidoever,2014-08-05,0.0,,110.0,20.0,,,23.2,1.0,2.5,18.7,10.4,0.0,0.0,1019.0,75,3.8
Gaasperplas_ strand zuidoever,2014-08-11,,6.0,,,,,,,9.0,17.8,10.6,2.6,16.0,1007.7,69,3.7
Gaasperplas_ strand zuidoever,2014-08-19,0.0,,80.0,20.0,,,17.2,1.0,5.6,13.0,5.4,4.3,5.4,1009.9,84,2.1
Gaasperplas_ strand zuidoever,2014-09-02,0.0,,2600.0,290.0,,,17.8,1.0,2.6,17.4,10.0,0.0,0.0,1023.1,81,3.1
Gaasperplas_ strand zuidoever,2014-09-04,1.0,,140.0,20.0,,,20.0,1.0,3.2,18.0,10.7,0.0,0.0,1018.6,80,3.1
Gaasperplas_ strand zuidoever,2014-09-16,0.0,,50.0,15.0,,,18.6,1.0,1.9,18.6,7.3,0.0,0.0,1015.0,86,2.4
Gaasperplas_ strand zuidoever,2015-04-28,0.0,,20.0,15.0,,,12.2,1.0,5.5,6.7,9.2,0.0,-0.1,1016.1,68,2.6
Gaasperplas_ strand zuidoever,2015-05-11,0.0,,30.0,15.0,,,16.5,1.0,5.2,16.8,8.5,0.0,0.0,1019.3,68,3.9
Gaasperplas_ strand zuidoever,2015-05-26,0.0,,30.0,15.0,,,16.0,1.0,4.5,11.8,8.6,0.0,0.0,1022.1,69,3.6
Gaasperplas_ strand zuidoever,2015-06-08,0.0,,380.0,20.0,,,20.5,1.0,5.2,12.6,11.3,0.0,0.0,1031.8,67,3.9
Gaasperplas_ strand zuidoever,2015-06-22,0.0,,60.0,20.0,,,17.4,1.0,4.5,13.0,5.0,1.0,1.2,1007.7,76,2.6
Gaasperplas_ strand zuidoever,2015-07-06,0.0,,90.0,20.0,,,23.3,1.0,5.0,18.3,14.0,0.0,0.0,1019.2,67,4.7
Gaasperplas_ strand zuidoever,2015-07-20,1.0,,160.0,15.0,,,21.2,1.0,4.0,17.9,3.1,1.1,0.6,1011.7,85,2.2
Gaasperplas_ strand zuidoever,2015-08-03,2.0,,30.0,20.0,,,21.1,1.0,3.8,20.8,12.8,0.0,0.0,1013.1,66,4.6
Gaasperplas_ strand zuidoever,2015-08-17,0.0,,110.0,20.0,,,19.9,1.0,5.0,14.5,0.0,19.9,24.4,1013.2,96,0.5
Gaasperplas_ strand zuidoever,2015-09-01,0.0,,360.0,80.0,,,20.2,1.0,5.3,15.7,5.7,0.3,0.1,1014.1,80,2.4
Gaasperplas_ strand zuidoever,2015-09-14,0.0,,15.0,15.0,,,17.2,1.0,5.6,14.1,2.1,4.5,10.8,999.0,89,1.2
Gaasperplas_ strand zuidoever,2016-04-25,0.0,,30.0,15.0,,,10.4,1.0,5.0,4.9,1.7,5.6,7.2,1006.0,80,0.9
Gaasperplas_ strand zuidoever,2016-05-17,0.0,,30.0,15.0,,,15.5,1.0,4.1,12.4,8.0,0.0,0.0,1015.6,71,3.3
Gaasperplas_ strand zuidoever,2016-05-30,0.0,,420.0,15.0,,,17.7,1.0,6.6,16.1,2.1,2.5,16.9,1006.4,90,2.1
Gaasperplas_ strand zuidoever,2016-06-13,0.0,,60.0,20.0,,,21.6,1.0,4.2,15.6,1.2,2.8,3.2,1000.6,89,1.6
Gaasperplas_ strand zuidoever,2016-06-27,0.0,,90.0,15.0,,,19.5,0.9,4.7,15.5,5.3,2.0,3.8,1017.0,83,2.3
Gaasperplas_ strand zuidoever,2016-07-11,0.0,,30.0,15.0,,,20.7,1.0,9.3,18.5,6.8,0.0,0.0,1008.4,71,3.1
Gaasperplas_ strand zuidoever,2016-07-25,0.0,,290.0,15.0,,,23.8,0.6,4.1,18.5,4.3,0.0,-0.1,1018.9,82,2.2
Gaasperplas_ strand zuidoever,2016-08-08,1.0,,50.0,15.0,,,19.7,1.0,6.5,17.3,5.7,0.0,-0.1,1019.2,73,2.9
Gaasperplas_ strand zuidoever,2016-08-22,0.0,,2600.0,850.0,,,19.5,1.0,6.0,18.3,4.4,4.0,6.2,1022.9,86,1.8
Gaasperplas_ strand zuidoever,2016-08-25,80.0,,230.0,15.0,,,24.8,1.0,2.9,24.7,12.7,0.0,0.0,1014.7,70,4.2
Gaasperplas_ strand zuidoever,2016-09-05,0.0,,250.0,30.0,,,20.5,1.0,3.3,17.5,10.2,0.6,0.8,1019.7,81,2.8
Gaasperplas_ strand zuidoever,2016-09-19,0.0,,140.0,15.0,,,19.5,1.0,1.1,16.1,1.2,0.0,0.0,1020.2,78,1.2
Gaasperplas_ strand zuidoever,2017-04-20,0.0,,15.0,20.0,,,10.9,1.0,3.7,7.5,11.5,0.0,0.0,1035.4,63,2.9
Gaasperplas_ strand zuidoever,2017-05-15,0.0,,20.0,15.0,,,16.0,1.0,3.7,14.9,8.7,2.1,0.3,1027.4,73,3.5
Gaasperplas_ strand zuidoever,2017-05-29,0.0,,270.0,30.0,,,22.6,1.0,3.8,20.7,10.1,0.7,7.0,1012.3,75,4.4
Gaasperplas_ strand zuidoever,2017-06-12,0.0,,90.0,30.0,,,19.6,1.0,8.0,16.3,4.0,0.0,0.0,1015.6,71,2.7
Gaasperplas_ strand zuidoever,2017-06-26,0.0,,60.0,20.0,,,20.2,1.0,3.8,16.1,11.5,0.0,0.0,1013.6,68,4.4
Gaasperplas_ strand zuidoever,2017-07-10,1.0,,80.0,15.0,,,22.5,1.0,3.4,19.2,2.9,0.3,0.1,1008.4,73,2.9
Gaasperplas_ strand zuidoever,2017-07-24,0.0,,390.0,130.0,,,21.8,1.0,3.1,15.6,3.5,2.8,5.1,1009.9,84,2.0
Gaasperplas_ strand zuidoever,2017-08-07,1.0,,60.0,15.0,,,20.9,1.0,3.3,16.5,11.5,0.0,0.0,1018.1,76,3.6
Gaasperplas_ strand zuidoever,2017-08-21,0.0,,140.0,50.0,,,21.0,1.0,2.0,16.4,4.4,0.8,0.6,1022.7,81,2.1
Gaasperplas_ strand zuidoever,2017-09-04,1.0,,270.0,30.0,,,19.9,1.0,3.6,17.0,5.5,0.0,-0.1,1014.9,75,2.6
Gaasperplas_ strand zuidoever,2017-09-18,0.0,,60.0,15.0,,,15.7,0.4,3.0,12.2,4.8,0.4,0.1,1012.8,87,1.7
Gaasperplas_ strand zuidoever,2018-04-16,0.0,,15.0,15.0,,,12.8,1.0,4.8,11.0,11.3,0.0,-0.1,1016.0,76,3.2
Gaasperplas_ strand zuidoever,2018-05-14,0.0,,90.0,15.0,,,17.8,1.0,4.5,18.2,10.9,0.0,0.0,1014.0,74,4.3
Gaasperplas_ strand zuidoever,2018-05-28,0.0,,20.0,15.0,,,22.5,1.0,3.3,23.2,13.3,0.0,0.0,1017.6,64,5.1
Gaasperplas_ strand zuidoever,2018-06-11,0.0,,130.0,30.0,,,23.0,1.0,4.8,17.1,13.0,0.0,0.0,1013.8,74,4.7
Gaasperplas_ strand zuidoever,2018-06-25,0.0,,50.0,30.0,,,18.4,1.0,4.0,15.9,9.4,0.0,0.0,1025.6,80,4.0
Gaasperplas_ strand zuidoever,2018-07-09,0.0,,30.0,20.0,,,24.1,0.9,4.1,17.2,2.7,0.0,-0.1,1023.9,77,2.4
Gaasperplas_ strand zuidoever,2018-07-23,22.0,,840.0,180.0,,,25.6,1.0,1.9,22.6,14.9,0.0,0.0,1016.7,66,5.2
Gaasperplas_ strand zuidoever,2018-08-06,10.0,,90.0,20.0,,,25.0,1.0,2.5,23.2,13.9,0.0,0.0,1015.4,59,4.8
Gaasperplas_ strand zuidoever,2018-08-09,,13.0,,,,,,,4.3,17.6,1.8,4.0,7.5,1010.7,81,1.2
Gaasperplas_ strand zuidoever,2018-08-20,0.0,,390.0,330.0,,,20.4,1.0,3.3,19.6,7.0,0.0,0.0,1019.6,81,2.9
Gaasperplas_ strand zuidoever,2018-09-03,0.0,,270.0,15.0,,,19.0,1.0,3.5,18.7,4.4,0.0,0.0,1019.0,84,2.0
Gaasperplas_ strand zuidoever,2018-09-17,0.0,,140.0,50.0,,,17.5,1.0,3.8,17.0,8.2,0.0,0.0,1016.4,73,2.5
Gaasperplas_ strand zuidoever,2019-04-29,0.0,0.6,15.0,20.0,,,14.9,1.0,3.1,10.7,9.8,0.0,0.0,1025.3,79,3.1
Gaasperplas_ strand zuidoever,2019-05-13,0.0,0.8,110.0,20.0,,,15.3,1.0,3.1,9.8,12.3,0.0,0.0,1039.7,67,3.7
Gaasperplas_ strand zuidoever,2019-05-27,0.0,0.8,30.0,20.0,,,18.5,1.0,5.6,14.1,11.3,0.0,-0.1,1008.7,73,4.1
Gaasperplas_ strand zuidoever,2019-06-11,0.0,1.7,230.0,90.0,,,19.1,1.0,3.9,15.1,9.4,0.6,0.4,1011.6,76,3.8
Gaasperplas_ strand zuidoever,2019-06-24,8.0,6.4,90.0,20.0,,,24.2,0.4,4.2,25.5,11.0,0.0,0.0,1017.5,60,5.2
Gaasperplas_ strand zuidoever,2019-07-08,0.0,1.6,20.0,30.0,,,20.6,1.0,4.9,13.9,5.1,0.7,1.0,1020.2,72,2.5
Gaasperplas_ strand zuidoever,2019-07-22,7.0,4.0,210.0,110.0,,,23.5,1.0,5.2,20.6,11.6,0.0,0.0,1022.1,69,4.8
Gaasperplas_ strand zuidoever,2019-08-05,0.0,2.7,6600.0,1500.0,,,23.2,0.3,5.5,20.3,6.5,0.0,-0.1,1010.0,73,3.5
Gaasperplas_ strand zuidoever,2019-08-08,3.0,,620.0,80.0,,,22.5,0.1,4.7,19.0,11.0,0.0,-0.1,1010.5,72,4.0
Gaasperplas_ strand zuidoever,2019-08-19,0.0,1.3,350.0,30.0,,,19.2,1.0,6.9,17.1,10.2,0.4,1.6,1014.3,74,3.4
Gaasperplas_ strand zuidoever,2019-09-02,0.0,2.0,1000.0,200.0,,,20.4,1.0,4.8,15.9,10.3,0.7,0.3,1022.3,67,2.8
Gaasperplas_ strand zuidoever,2019-09-16,0.0,2.2,840.0,130.0,,,17.9,1.0,2.2,13.6,0.8,7.5,8.0,1021.0,87,0.9
Gaasperplas_ strand zuidoever,2020-04-28,0.0,0.9,80.0,15.0,,,13.5,1.0,4.8,9.1,0.0,6.8,2.9,1004.7,87,0.6
Gaasperplas_ strand zuidoever,2020-05-11,0.0,2.3,3900.0,850.0,,,14.7,1.0,7.5,8.4,10.6,0.0,-0.1,1016.7,53,3.3
Gaasperplas_ strand zuidoever,2020-05-13,0.0,,20.0,30.0,,,14.2,1.0,4.8,7.8,6.8,0.5,0.2,1015.4,63,2.5
Gaasperplas_ strand zuidoever,2020-05-25,0.0,,1100.0,530.0,,,17.8,1.0,3.6,15.2,14.0,0.0,0.0,1034.1,74,4.6
Gaasperplas_ strand zuidoever,2020-05-27,1.0,,30.0,20.0,,,19.8,1.0,4.5,15.5,14.1,0.0,0.0,1034.8,66,4.6
Gaasperplas_ strand zuidoever,2020-06-08,0.0,0.5,15.0,20.0,,,17.0,1.0,4.4,13.7,6.3,0.2,0.1,1015.0,75,2.8
Gaasperplas_ strand zuidoever,2020-06-22,0.0,,20.0,20.0,,,21.5,1.0,3.3,17.0,15.3,0.0,0.0,1024.8,67,5.1
Gaasperplas_ strand zuidoever,2020-07-06,0.0,2.6,110.0,30.0,,,17.4,1.0,8.1,14.7,6.4,1.0,1.7,1016.1,71,2.9
Gaasperplas_ strand zuidoever,2020-07-20,0.0,,110.0,15.0,,,21.5,1.0,4.0,15.4,14.3,0.0,0.0,1021.4,70,4.4
Gaasperplas_ strand zuidoever,2020-08-03,2.0,0.5,30.0,20.0,,,21.7,0.5,2.9,15.6,3.6,2.2,3.7,1014.5,81,2.1
Gaasperplas_ strand zuidoever,2020-08-17,0.0,,3600.0,1400.0,,,23.6,1.0,2.5,19.3,4.6,1.2,8.8,1009.1,85,2.4
Gaasperplas_ strand zuidoever,2020-08-19,3.0,,60.0,30.0,,,24.5,1.0,4.8,21.6,8.4,0.7,0.3,1007.1,70,3.5
Gaasperplas_ strand zuidoever,2020-08-31,2.0,70.8,230.0,60.0,,,19.0,1.0,3.1,14.9,4.9,0.0,0.0,1019.8,67,2.2
Gaasperplas_ strand zuidoever,2020-09-08,,2.1,,,,,,,4.7,17.7,0.0,2.2,0.8,1023.6,89,0.8
Gaasperplas_ strand zuidoever,2020-09-14,1.0,,130.0,15.0,,,19.2,1.0,2.1,19.5,11.6,0.0,0.0,1022.9,77,3.0
Gaasperplas_ strand zuidoever,2021-04-19,0.0,0.5,15.0,20.0,,,11.1,1.0,2.4,9.5,6.7,0.0,-0.1,1020.3,79,2.3
Gaasperplas_ strand zuidoever,2021-05-17,0.0,,110.0,20.0,,,14.4,1.0,4.1,11.1,4.0,4.4,8.5,1003.6,85,2.1
Gaasperplas_ strand zuidoever,2021-05-31,2.0,0.5,30.0,15.0,,,18.6,1.0,3.6,16.5,15.2,0.0,0.0,1022.4,66,5.1
Gaasperplas_ strand zuidoever,2021-06-14,8.0,,30.0,15.0,,,23.0,1.0,3.6,19.7,14.5,0.0,0.0,1020.7,65,5.3
Gaasperplas_ strand zuidoever,2021-06-28,3.0,0.5,330.0,30.0,,,23.3,1.0,2.1,20.2,4.6,0.3,0.1,1013.6,84,2.3
Gaasperplas_ strand zuidoever,2021-07-12,0.0,,30.0,15.0,,,22.6,1.0,2.7,19.4,1.9,1.3,1.9,1010.9,82,2.0
Gaasperplas_ strand zuidoever,2021-07-26,2.0,0.8,50.0,120.0,,,22.4,1.0,3.6,19.3,8.0,0.9,4.6,1009.1,85,3.2
Gaasperplas_ strand zuidoever,2021-08-09,0.0,,80.0,15.0,,,19.4,1.0,6.7,16.7,5.6,2.1,6.5,1013.2,79,2.4
Gaasperplas_ strand zuidoever,2021-08-23,0.0,2.6,270.0,20.0,,,19.8,1.0,4.8,18.4,9.4,0.0,0.0,1025.0,73,3.5
Gaasperplas_ strand zuidoever,2021-09-06,0.0,,20.0,15.0,,,20.1,1.0,1.4,18.1,8.8,0.0,0.0,1024.1,76,2.8
Gaasperplas_ strand zuidoever,2021-09-20,0.0,0.5,340.0,50.0,,,18.4,1.0,3.4,13.1,8.8,0.0,0.0,1022.8,70,2.0
Gaasperplas_ strand zuidoever,2022-04-19,0.0,0.5,15.0,15.0,,,14.1,1.0,4.0,13.0,12.2,0.0,0.0,1015.6,59,3.3
Gaasperplas_ strand zuidoever,2022-05-16,0.0,0.5,20.0,20.0,,,18.7,1.0,5.3,17.6,5.9,0.8,2.7,1015.6,70,2.8
Gaasperplas_ strand zuidoever,2022-05-30,0.0,,20.0,15.0,,,16.8,1.0,1.8,10.6,5.0,0.9,0.8,1014.0,73,2.3
Gaasperplas_ strand zuidoever,2022-06-13,0.0,0.8,20.0,15.0,,,20.7,1.0,4.7,14.4,11.6,0.0,0.0,1023.2,69,4.2
Gaasperplas_ strand zuidoever,2022-06-27,0.0,,140.0,20.0,,,22.2,1.0,2.8,16.7,4.4,1.9,2.1,1017.1,77,1.7
Gaasperplas_ strand zuidoever,2022-07-11,2.0,0.9,160.0,15.0,,,22.0,1.0,2.6,18.4,5.6,0.0,0.0,1024.4,79,3.3
Gaasperplas_ strand zuidoever,2022-07-25,0.0,,130.0,30.0,,,24.2,1.0,6.6,20.7,4.3,0.0,-0.1,1009.8,72,3.0
Gaasperplas_ strand zuidoever,2022-08-08,3.0,1.0,50.0,15.0,,,23.1,1.0,2.8,17.9,5.7,0.0,0.0,1026.9,74,2.6
Gaasperplas_ strand zuidoever,2022-08-22,6.0,,50.0,20.0,,,23.7,1.0,2.5,20.4,8.6,0.0,0.0,1015.3,69,3.2
Gaasperplas_ strand zuidoever,2022-09-05,3.0,0.5,160.0,20.0,,,22.0,1.0,4.1,22.3,7.2,2.3,3.4,1018.0,62,3.0
Gaasperplas_ strand zuidoever,2022-09-19,0.0,,160.0,40.0,,,17.0,1.0,4.0,13.3,4.6,1.6,2.3,1020.8,79,1.7
Gaasperplas_ strand zuidoever,2023-05-15,0.0,,60.0,15.0,,,17.3,1.0,4.8,10.4,0.5,0.6,0.3,1016.5,89,1.1
Gaasperplas_ strand zuidoever,2023-05-30,0.0,,30.0,15.0,,,17.1,1.0,4.8,12.7,0.8,0.0,0.0,1028.0,77,1.6
Gaasperplas_ strand zuidoever,2023-06-12,4.0,1.2,110.0,20.0,,,24.1,1.0,4.7,24.3,13.6,0.0,0.0,1015.4,42,5.8
Gaasperplas_ strand zuidoever,2023-06-26,0.0,,310.0,30.0,,,25.3,1.0,5.9,18.9,13.0,0.0,-0.1,1017.5,70,5.0
Gaasperplas_ strand zuidoever,2023-07-10,0.0,1.6,60.0,15.0,,,24.0,1.0,3.8,20.0,14.2,0.0,0.0,1020.1,67,5.3
Gaasperplas_ strand zuidoever,2023-07-24,0.0,,190.0,15.0,,,20.6,1.0,4.9,16.9,3.1,0.0,-0.1,1003.7,78,2.4
Gaasperplas_ strand zuidoever,2023-08-07,0.0,1.9,180.0,30.0,,,18.6,1.0,7.5,16.0,8.1,1.2,1.9,1015.2,74,3.1
Gaasperplas_ strand zuidoever,2023-08-22,8.0,,90.0,15.0,,,23.4,1.0,3.5,18.8,9.1,0.0,0.0,1020.4,81,3.2
Gaasperplas_ strand zuidoever,2023-09-04,0.0,1.1,60.0,20.0,,,20.5,1.0,2.9,18.5,11.0,0.0,0.0,1024.7,78,3.3
Gaasperplas_ strand zuidoever,2023-09-18,1.0,,390.0,140.0,,,20.6,1.0,7.0,18.9,5.9,2.9,16.0,1002.6,82,2.0
Gaasperplaspark,2013-02-27,,,,,40.0,5.7,2.0,0.5,4.8,1.0,3.3,0.0,0.0,1033.4,86,0.6
Gaasperplaspark,2013-03-11,,,,,61.0,8.1,2.5,0.2,8.8,-1.7,0.1,0.0,-0.1,1008.8,70,0.4
Gaasperplaspark,2013-04-09,,,,,123.0,13.8,9.3,0.3,3.7,6.8,3.6,1.8,0.9,999.9,78,1.3
Gaasperplaspark,2013-05-06,,,,,102.0,9.9,16.5,0.2,2.8,15.2,13.2,0.0,0.0,1020.1,61,3.8
Gaasperplaspark,2013-06-10,,,,,58.0,5.8,14.8,0.6,3.3,12.4,1.6,0.0,0.0,1014.9,69,2.0
Gaasperplaspark,2013-07-10,,,,,22.0,2.0,18.1,0.6,4.6,16.1,4.1,0.0,0.0,1023.9,76,2.5
Gaasperplaspark,2013-08-12,,,,,26.0,2.5,17.9,0.3,4.6,16.9,6.4,0.0,0.0,1014.9,72,2.9
Gaasperplaspark,2013-09-10,,,,,22.0,2.2,15.1,0.4,6.1,13.5,2.5,11.6,46.2,1010.7,90,1.2
Gaasperplaspark,2013-10-07,,,,,20.0,2.1,12.4,0.4,1.9,12.3,7.2,0.0,0.0,1025.8,89,1.5
Gaasperplaspark,2013-11-12,,,,,5.0,0.7,7.8,0.3,4.2,7.4,0.0,6.5,2.8,1024.6,93,0.1
Gaasperplaspark,2013-12-10,,,,,14.0,1.8,5.4,0.4,3.2,3.4,6.6,0.0,0.0,1033.4,90,0.5
Gaasperplaspark,2014-01-14,,,,,28.0,3.7,2.9,0.5,4.2,4.9,0.0,2.7,1.6,1004.9,94,0.1
Gaasperplaspark,2014-02-06,,,,,,8.9,5.1,0.4,8.9,7.2,3.4,6.9,6.9,995.7,83,0.5
Gaasperplaspark,2014-03-06,,,,,,10.8,5.8,0.4,3.9,7.1,3.2,0.0,0.0,1026.8,78,0.9
Gaasperplaspark,2014-04-02,,,,,,10.2,12.0,0.5,3.3,12.9,6.9,0.0,0.0,1006.6,78,2.2
Gaasperplaspark,2014-05-13,,,,,,9.6,12.3,0.5,3.5,10.5,11.6,0.0,0.0,1018.1,76,3.5
Gaasperplaspark,2014-06-13,,,,,,2.3,18.0,0.3,3.9,17.2,14.3,0.0,0.0,1023.6,74,5.1
Gaasperplaspark,2014-07-03,,,,,,6.5,19.1,0.2,4.5,18.9,12.8,0.0,0.0,1020.0,61,5.1
Gaasperplaspark,2014-08-08,,,,,,1.6,19.2,0.4,4.3,19.1,0.9,2.5,4.1,1010.0,89,1.9
Gaasperplaspark,2014-09-12,,,,,,1.3,18.0,0.4,4.1,16.6,10.7,0.0,0.0,1023.8,84,2.9
Gaasperplaspark,2014-10-01,,,,,,1.6,15.8,0.4,3.5,16.2,1.9,0.0,0.0,1025.7,89,1.2
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-01-12,,,,,73.0,9.0,5.8,0.4,11.8,9.0,0.0,5.6,6.4,1010.7,85,0.2
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-02-09,,,,,50.0,6.6,4.1,0.4,5.1,5.9,0.2,0.3,0.1,1030.8,91,0.3
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-03-09,,,,,72.0,8.7,7.3,0.3,3.7,8.0,6.3,0.8,0.4,1025.9,87,1.2
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-04-09,,,,,121.0,13.6,10.3,0.4,2.0,10.5,10.7,0.0,0.0,1026.9,79,2.8
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-05-05,,,,,85.0,8.3,15.2,0.4,9.2,15.3,8.3,2.6,10.2,998.9,74,2.9
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-06-02,,,,,33.0,3.3,14.5,0.5,10.8,14.4,0.5,2.4,1.2,1007.8,80,0.6
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-07-03,,,,,69.0,5.8,24.6,0.5,3.7,23.8,13.0,0.0,0.0,1023.4,71,5.2
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-08-10,,,,,78.0,6.9,21.5,0.5,2.8,19.5,4.4,0.0,-0.1,1017.5,78,2.7
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-09-10,,,,,18.0,1.8,15.7,0.5,5.2,14.8,10.5,0.0,0.0,1023.1,72,2.8
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-10-08,,,,,22.0,2.2,14.4,0.4,3.2,13.3,3.0,0.2,0.1,1019.4,87,1.1
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-11-12,,,,,19.0,2.0,12.9,0.5,5.5,13.3,5.3,0.0,0.0,1022.1,87,0.8
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2015-12-03,,,,,39.0,4.5,8.9,0.4,6.5,9.5,0.7,0.0,0.0,1023.1,83,0.3
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-01-19,,,,,30.0,4.2,1.6,0.5,2.5,-1.6,2.3,0.0,-0.1,1016.1,89,0.3
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-02-17,,,,,41.0,5.5,2.9,0.5,3.4,-1.0,9.1,0.0,0.0,1020.4,82,1.1
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-03-21,,,,,96.0,11.5,7.6,0.4,4.6,7.1,0.5,1.2,0.4,1019.7,87,0.6
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-04-21,,,,,105.0,11.8,10.5,0.4,4.9,9.6,12.9,0.0,0.0,1025.3,66,3.4
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-05-19,,,,,33.0,3.3,15.3,0.45,3.7,13.3,3.6,0.0,0.0,1011.0,82,2.3
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-06-21,,,,,28.0,2.7,17.3,0.5,3.1,16.5,2.2,1.5,1.3,1017.9,89,1.7
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-07-27,,,,,71.0,6.4,20.4,0.4,4.7,18.0,2.5,4.6,7.2,1016.0,88,1.8
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-08-29,,,,,25.0,2.3,20.6,0.5,3.3,17.2,7.3,0.0,-0.1,1020.4,79,2.7
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-09-21,,,,,63.0,6.0,18.1,1.0,2.8,15.9,6.0,0.0,0.0,1019.8,68,2.0
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-10-27,,,,,47.0,5.4,10.3,0.5,4.9,11.8,2.9,0.0,0.0,1030.3,91,0.8
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-11-29,,,,,16.0,2.2,2.1,0.4,1.4,-1.4,7.0,0.0,0.0,1034.9,83,0.6
Gaaspersingel langs Driemonderweg (repr voor stedelijk gebied),2016-12-15,,,,,31.0,3.8,6.6,0.4,4.4,6.4,0.0,0.0,0.0,1024.1,95,0.1
Gaasterlandpad,2012-02-29,,,,,,,8.7,,3.6,7.8,0.0,0.0,-0.1,1025.3,97,0.4
Geerenstein,2008-02-22,,,,,,10.1,6.0,0.4,10.8,9.8,0.1,2.1,0.5,1019.8,86,0.3
Geerenstein,2008-03-14,,,,,,10.1,7.0,0.4,5.0,7.4,9.0,0.0,-0.1,1010.8,80,1.9
Geerenstein,2008-04-17,,,,,,14.8,10.0,0.5,4.7,7.1,10.6,0.0,0.0,1010.4,69,2.8
Geerenstein,2008-05-29,,,,,,10.9,18.5,0.4,3.0,16.4,0.6,3.0,2.2,1011.9,84,1.3
Geerenstein,2008-06-20,,,,,,11.3,18.1,0.4,6.3,16.0,7.6,0.0,0.0,1017.5,71,3.6
Geerenstein,2008-07-18,,,,,,6.4,18.9,0.2,5.7,17.0,2.5,1.9,4.1,1009.8,82,2.4
Geerenstein,2008-08-21,,,,,,8.3,17.8,0.4,6.3,17.3,4.9,0.3,0.4,1014.3,80,2.3
Geerenstein,2008-09-19,,,,,,14.2,15.1,0.2,2.2,11.8,7.4,0.0,0.0,1027.8,71,2.0
Geerenstein,2008-10-16,,,,,,4.8,13.8,0.6,5.8,11.1,3.8,3.4,5.0,1011.2,78,0.9
Geerenstein,2008-11-11,,,,,,7.8,9.8,0.3,7.6,9.4,4.0,8.0,14.0,1005.3,85,0.4
Geerenstein,2008-12-12,,,,,,7.6,3.4,0.5,6.0,1.8,4.4,1.2,0.7,1014.8,94,0.3
Geerenstein,2009-01-23,,,,,,,4.2,,8.2,5.2,0.0,15.6,11.9,972.9,94,0.1
Geerenstein,2009-02-18,,,,,,,3.3,,2.4,-0.1,3.0,0.0,0.0,1027.6,74,0.5
Geerenstein,2009-03-20,,,,,,,8.3,,2.7,5.1,11.3,0.0,0.0,1032.9,67,2.0
Geerenstein,2009-04-16,,,,,113.0,11.0,15.9,0.3,3.5,14.1,3.3,0.9,3.0,1006.2,77,2.2
Geerenstein,2009-05-14,,,,,151.0,15.0,15.7,0.2,5.7,15.3,5.6,1.9,2.5,1008.3,65,3.3
Geerenstein,2009-06-12,,,,,132.0,12.9,16.6,0.3,4.4,13.1,15.2,0.0,-0.1,1021.0,72,4.9
Geerenstein,2009-07-09,,,,,52.0,4.8,18.9,0.4,6.9,15.7,7.1,0.3,0.2,1012.7,67,3.4
Geerenstein,2009-08-07,,,,,227.0,19.4,23.1,0.25,4.4,21.3,5.1,0.0,0.0,1017.3,72,3.0
